iteration,fitness,x0,x1
0, -314.583, -413.348, -483.801
1, -651.812, -264.249, 512
2, -668.726, 498.241, -278.218
3, -668.892, 498.33, -278.314
4, -668.838, 498.282, -278.306
5, -766.701, 466.699, 426.043
6, -870.436, -480.182, 390.606
7, -870.472, -480.208, 390.619
8, -870.435, -480.202, 390.587
9, -870.482, -480.222, 390.616
10, -870.472, -480.222, 390.606
11, -888.018, 512, 411.106
12, -888.023, 511.984, 411.124
13, -888.017, 511.985, 411.118
14, -888.015, 511.999, 411.104
15, -888.027, 511.996, 411.118
16, -888.023, 511.996, 411.115
17, -888, 511.983, 411.102
18, -888.002, 511.983, 411.104
19, -888.005, 511.984, 411.106
20, -888.004, 511.987, 411.102
21, -888.001, 511.989, 411.097
22, -887.985, 511.979, 411.091
23, -887.972, 511.969, 411.086
24, -918.454, 469.541, 419.642
25, -929.19, 505.463, 397.427
26, -929.196, 505.47, 397.425
27, -929.201, 505.471, 397.43
28, -929.208, 505.474, 397.434
29, -929.193, 505.466, 397.427
30, -929.194, 505.469, 397.424
31, -929.192, 505.471, 397.42
32, -955.021, 512, 405.702
33, -955.015, 511.996, 405.7
34, -955.023, 511.996, 405.709
35, -955.025, 511.996, 405.71
36, -955.022, 511.998, 405.705
37, -955.019, 511.996, 405.704
38, -955.015, 511.99, 405.706
39, -955.002, 511.984, 405.699
40, -954.997, 511.98, 405.698
41, -954.99, 511.975, 405.695
42, -954.982, 511.972, 405.691
43, -954.987, 511.974, 405.693
44, -957.936, 512, 403.396
45, -957.938, 512, 403.398
46, -957.932, 512, 403.392
47, -957.929, 511.996, 403.393
48, -957.928, 512, 403.388
49, -957.93, 512, 403.389
