iteration,fitness,x0,x1
0, 620.01, 457.925, -508.655
1, -888.643, 512, 411.731
2, -888.513, 512, 411.601
3, -888.409, 511.915, 411.569
4, -888.442, 511.904, 411.611
5, -888.442, 511.963, 411.561
6, -888.435, 511.959, 411.557
7, -888.413, 511.933, 411.557
8, -888.398, 511.897, 411.572
9, -888.366, 511.868, 411.565
10, -888.389, 511.873, 411.584
11, -941.561, 485.821, 441.981
12, -941.562, 485.808, 441.995
13, -941.561, 485.804, 441.998
14, -941.547, 485.8, 441.987
15, -941.539, 485.809, 441.969
16, -941.518, 485.804, 441.953
17, -941.508, 485.801, 441.945
18, -941.506, 485.785, 441.959
19, -941.517, 485.793, 441.963
20, -950.943, 482.8, 432.643
21, -950.957, 482.815, 432.643
22, -950.954, 482.822, 432.632
23, -950.958, 482.82, 432.638
24, -950.951, 482.819, 432.632
25, -950.96, 482.818, 432.643
26, -950.954, 482.817, 432.637
27, -951.859, 512, 401.134
28, -954.421, 511.846, 405.252
29, -954.412, 511.837, 405.251
30, -954.407, 511.842, 405.242
31, -957.67, 512, 403.128
32, -957.668, 512, 403.125
33, -957.664, 512, 403.121
34, -957.655, 512, 403.113
35, -957.772, 512, 404.692
36, -957.774, 512, 404.694
37, -957.778, 512, 404.697
38, -957.779, 511.998, 404.7
39, -957.787, 512, 404.706
40, -957.784, 511.993, 404.71
41, -957.774, 511.99, 404.704
42, -957.776, 511.992, 404.704
43, -957.773, 511.988, 404.704
44, -957.777, 511.991, 404.705
45, -957.778, 511.996, 404.701
46, -957.781, 511.999, 404.702
47, -957.779, 512, 404.698
48, -957.775, 512, 404.695
49, -957.77, 511.999, 404.69
