iteration,fitness,x0,x1
0, -66.7663, -181.411, 66.0855
1, -566.256, 416.382, 155.156
2, -566.099, 416.236, 155.128
3, -915.739, 512, 397.992
4, -924.969, 511.927, 397.996
5, -924.965, 511.943, 397.976
6, -924.934, 511.923, 397.964
7, -924.945, 511.926, 397.972
8, -915.649, 511.956, 397.943
9, -915.633, 511.95, 397.933
10, -915.6, 511.928, 397.92
11, -915.635, 511.949, 397.935
12, -915.656, 511.971, 397.935
13, -949.552, 512, 406.335
14, -949.557, 511.998, 406.341
15, -949.545, 511.986, 406.341
16, -949.565, 511.997, 406.351
17, -949.556, 511.981, 406.357
18, -955.833, 512, 402.093
19, -955.824, 512, 402.084
20, -955.829, 512, 402.089
21, -955.829, 512, 402.09
22, -955.839, 512, 402.099
23, -955.819, 511.988, 402.091
24, -955.807, 511.982, 402.086
25, -955.825, 511.993, 402.093
26, -955.811, 511.981, 402.09
27, -955.812, 511.987, 402.085
28, -955.825, 511.994, 402.092
29, -955.82, 511.993, 402.087
30, -955.82, 511.998, 402.082
31, -955.811, 511.99, 402.081
32, -955.815, 511.998, 402.077
33, -955.816, 512, 402.076
34, -955.818, 512, 402.078
35, -958.209, 512, 403.672
36, -958.215, 512, 403.677
37, -958.212, 511.995, 403.68
38, -958.202, 511.988, 403.676
39, -958.198, 511.984, 403.677
40, -958.197, 511.989, 403.67
41, -958.204, 511.995, 403.672
42, -958.212, 511.998, 403.677
43, -958.217, 511.996, 403.683
44, -958.217, 511.998, 403.681
45, -958.215, 511.996, 403.681
46, -958.21, 511.992, 403.68
47, -958.205, 511.992, 403.675
48, -958.208, 511.992, 403.679
49, -958.209, 511.995, 403.677
