iteration,fitness,x0,x1
0, -541.701, 304.669, 505.231
1, -895.791, 454.1, 465.692
2, -895.85, 454.209, 465.639
3, -895.785, 454.18, 465.597
4, -895.76, 454.191, 465.557
5, -895.739, 454.197, 465.526
6, -895.793, 454.233, 465.548
7, -895.82, 454.247, 465.563
8, -895.847, 454.265, 465.573
9, -895.829, 454.26, 465.559
10, -895.803, 454.122, 465.681
11, -895.791, 454.1, 465.692
12, -895.801, 454.118, 465.683
13, -895.786, 454.112, 465.673
14, -895.798, 454.252, 465.533
15, -895.813, 454.257, 465.544
16, -895.818, 454.151, 465.666
17, -895.808, 454.148, 465.658
18, -895.815, 454.144, 465.671
19, -895.806, 454.141, 465.664
20, -952.563, 512, 401.849
21, -952.551, 511.993, 401.843
22, -952.56, 511.999, 401.846
23, -952.565, 512, 401.851
24, -952.568, 511.994, 401.86
25, -952.567, 511.999, 401.853
26, -952.564, 512, 401.85
27, -952.573, 512, 401.858
28, -958.081, 512, 403.543
29, -958.088, 512, 403.549
30, -958.089, 511.998, 403.552
31, -958.087, 511.999, 403.55
32, -958.093, 512, 403.554
33, -958.1, 512, 403.562
34, -958.102, 511.997, 403.566
35, -958.1, 512, 403.562
36, -958.1, 512, 403.561
37, -958.106, 512, 403.567
38, -958.098, 512, 403.559
39, -958.104, 512, 403.566
40, -958.099, 511.995, 403.565
41, -958.102, 511.997, 403.566
42, -958.101, 511.99, 403.572
43, -958.097, 511.983, 403.575
44, -958.088, 511.978, 403.571
45, -958.088, 511.973, 403.577
46, -958.091, 511.971, 403.581
47, -958.087, 511.967, 403.581
48, -958.098, 511.973, 403.586
49, -958.1, 511.977, 403.584
