iteration,fitness,x0,x1
0, -443.198, -310.927, 186.118
1, -759.26, -285.755, 512
2, -759.107, -285.728, 511.865
3, -780.674, -335.028, 512
4, -780.665, -335.048, 511.963
5, -780.901, -335.052, 511.929
6, -780.86, -335.006, 511.934
7, -780.901, -335.033, 511.953
8, -780.658, -335.035, 511.971
9, -958.412, 512, 403.876
10, -958.382, 511.975, 403.871
11, -958.418, 512, 403.883
12, -958.422, 511.996, 403.89
13, -958.42, 511.983, 403.901
14, -958.413, 511.989, 403.888
15, -958.402, 511.985, 403.881
16, -958.401, 511.971, 403.894
17, -958.403, 511.965, 403.902
18, -958.404, 511.965, 403.903
19, -958.42, 511.97, 403.914
20, -958.429, 511.968, 403.925
21, -958.421, 511.958, 403.927
22, -958.412, 511.951, 403.926
23, -958.402, 511.945, 403.921
24, -958.406, 511.947, 403.924
25, -958.4, 511.936, 403.928
26, -958.4, 511.944, 403.92
27, -958.402, 511.95, 403.917
28, -958.402, 511.941, 403.926
29, -958.402, 511.939, 403.927
30, -958.388, 511.932, 403.92
31, -958.381, 511.931, 403.914
32, -958.373, 511.923, 403.914
33, -955.879, 511.917, 403.921
34, -955.893, 511.923, 403.928
35, -955.889, 511.922, 403.926
36, -955.9, 511.929, 403.93
37, -955.891, 511.922, 403.928
38, -955.904, 511.929, 403.933
39, -955.914, 511.935, 403.937
40, -955.906, 511.929, 403.936
41, -955.904, 511.927, 403.935
42, -955.902, 511.92, 403.94
43, -955.901, 511.919, 403.941
44, -955.902, 511.923, 403.938
45, -955.897, 511.923, 403.932
46, -955.891, 511.922, 403.928
47, -955.896, 511.925, 403.929
48, -955.905, 511.931, 403.932
49, -955.901, 511.926, 403.933
