iteration,fitness,x0,x1
0, -503.205, -316.108, 486.574
1, -865.772, 358.043, 510.687
2, -865.658, 357.946, 510.669
3, -865.658, 357.867, 510.755
4, -865.73, 357.893, 510.806
5, -865.897, 357.844, 510.866
6, -865.765, 357.87, 510.87
7, -865.778, 357.904, 510.846
8, -865.739, 357.894, 510.815
9, -865.743, 357.895, 510.819
10, -885.497, -464.38, 380.497
11, -885.528, -464.407, 380.502
12, -888.445, 512, 411.533
13, -946.241, 512, 400.695
14, -946.233, 512, 400.686
15, -946.224, 511.982, 400.695
16, -946.234, 511.997, 400.69
17, -946.252, 512, 400.706
18, -946.268, 512, 400.723
19, -946.279, 512, 400.733
20, -946.264, 511.993, 400.725
21, -946.276, 512, 400.73
22, -946.265, 512, 400.719
23, -946.261, 511.992, 400.724
24, -946.259, 511.985, 400.728
25, -946.241, 511.977, 400.718
26, -946.245, 511.976, 400.723
27, -946.252, 511.987, 400.719
28, -946.256, 511.989, 400.72
29, -946.263, 511.993, 400.724
30, -946.265, 511.992, 400.727
31, -946.277, 511.996, 400.736
32, -946.272, 512, 400.726
33, -946.265, 512, 400.719
34, -946.266, 511.996, 400.724
35, -946.269, 512, 400.723
36, -946.267, 511.998, 400.724
37, -946.263, 512, 400.717
38, -957.377, 512, 404.293
39, -957.378, 511.998, 404.296
40, -957.377, 511.991, 404.303
41, -957.377, 511.994, 404.3
42, -957.374, 511.987, 404.303
43, -957.377, 511.993, 404.301
44, -957.386, 511.995, 404.308
45, -957.395, 511.998, 404.314
46, -957.402, 512, 404.319
47, -957.395, 511.997, 404.315
48, -957.905, 512, 404.825
49, -957.902, 511.999, 404.823
