iteration,fitness,x0,x1
0, 78.5732, -458.914, 242.542
1, -806.684, 512, 461.826
2, -806.592, 511.889, 461.857
3, -806.633, 511.935, 461.849
4, -806.647, 511.985, 461.79
5, -806.633, 512, 461.741
6, -806.572, 511.955, 461.712
7, -831.734, 344.296, 512
8, -831.719, 344.307, 511.974
9, -831.732, 344.334, 511.963
10, -831.736, 344.363, 511.94
11, -831.736, 344.342, 511.959
12, -831.717, 344.332, 511.949
13, -905.873, 512, 410.912
14, -905.875, 512, 410.914
15, -905.86, 512, 410.898
16, -905.847, 512, 410.886
17, -905.842, 512, 410.88
18, -905.829, 512, 410.867
19, -905.829, 511.988, 410.878
20, -905.818, 511.982, 410.872
21, -905.813, 511.984, 410.864
22, -905.832, 511.993, 410.876
23, -905.827, 511.999, 410.866
24, -905.819, 511.992, 410.864
25, -905.833, 511.997, 410.874
26, -905.83, 512, 410.868
27, -905.831, 511.998, 410.871
28, -905.83, 512, 410.868
29, -905.818, 511.99, 410.865
30, -905.812, 511.988, 410.861
31, -905.816, 511.994, 410.86
32, -905.816, 511.991, 410.862
33, -905.818, 511.989, 410.866
34, -905.806, 511.98, 410.861
35, -905.808, 511.981, 410.863
36, -905.812, 511.978, 410.87
37, -957.748, 512, 403.206
38, -957.746, 511.994, 403.21
39, -957.752, 512, 403.21
40, -957.748, 512, 403.207
41, -957.752, 512, 403.21
42, -957.748, 511.997, 403.209
43, -957.755, 512, 403.213
44, -957.761, 512, 403.22
45, -957.756, 512, 403.215
46, -957.754, 512, 403.212
47, -957.751, 511.999, 403.21
48, -957.754, 511.997, 403.216
49, -957.753, 511.992, 403.219
