iteration,fitness,x0,x1
0, 73.4422, 481.623, -178.206
1, -785.272, 373.45, 512
2, -785.251, 373.425, 512
3, -785.204, 373.43, 511.938
4, -870.436, -480.182, 390.606
5, -870.486, -480.218, 390.624
6, -870.437, -480.21, 390.582
7, -870.498, -480.236, 390.619
8, -870.484, -480.236, 390.606
9, -870.464, -480.202, 390.616
10, -870.44, -480.206, 390.589
11, -870.473, -480.214, 390.614
12, -870.47, -480.219, 390.606
13, -870.473, -480.218, 390.611
14, -870.456, -480.214, 390.597
15, -870.459, -480.219, 390.595
16, -884.978, 460.693, 415.695
17, -884.975, 460.68, 415.706
18, -884.952, 460.668, 415.694
19, -885.683, 512, 395.969
20, -885.687, 512, 395.974
21, -885.683, 512, 395.969
22, -885.693, 511.998, 395.982
23, -885.686, 511.998, 395.974
24, -885.682, 512, 395.969
25, -885.679, 511.992, 395.973
26, -885.688, 511.998, 395.977
27, -885.692, 512, 395.979
28, -886.735, 351.318, 502.705
29, -957.407, 512, 404.324
30, -957.406, 511.993, 404.33
31, -957.392, 511.986, 404.323
32, -957.405, 511.991, 404.332
33, -957.393, 511.984, 404.326
34, -957.386, 511.983, 404.32
35, -957.38, 511.975, 404.322
36, -957.373, 511.972, 404.318
37, -957.376, 511.968, 404.324
38, -957.371, 511.962, 404.325
39, -957.363, 511.957, 404.323
40, -957.363, 511.96, 404.32
41, -957.363, 511.953, 404.327
42, -957.359, 511.949, 404.327
43, -957.361, 511.944, 404.333
44, -957.369, 511.951, 404.335
45, -957.371, 511.954, 404.334
46, -957.366, 511.949, 404.334
47, -957.365, 511.946, 404.335
48, -957.368, 511.948, 404.337
49, -957.364, 511.945, 404.336
