iteration,fitness,x0,x1
0, -14.7702, 299.83, 83.0931
1, -774.606, -289.98, 512
2, -794.07, 339.553, 479.159
3, -794.07, 339.511, 479.198
4, -797.152, 512, 415.731
5, -797.13, 511.971, 415.728
6, -804.601, -327.833, 512
7, -804.595, -327.827, 512
8, -804.619, -327.852, 512
9, -804.618, -327.866, 511.982
10, -804.623, -327.868, 511.986
11, -804.62, -327.865, 511.986
12, -804.604, -327.859, 511.974
13, -823.435, 512, 414.739
14, -823.418, 512, 414.722
15, -823.411, 512, 414.715
16, -823.412, 512, 414.715
17, -823.391, 511.992, 414.7
18, -908.453, 502.404, 393.933
19, -937.766, 512, 399.478
20, -937.83, 512, 399.543
21, -937.839, 512, 399.552
22, -937.83, 511.988, 399.556
23, -937.823, 511.976, 399.56
24, -937.813, 511.969, 399.557
25, -937.824, 511.98, 399.558
26, -937.823, 511.984, 399.552
27, -937.806, 511.976, 399.543
28, -937.798, 511.966, 399.545
29, -937.793, 511.959, 399.547
30, -937.789, 511.956, 399.546
31, -937.787, 511.955, 399.544
32, -947.882, 479.074, 428.094
33, -947.874, 479.07, 428.089
34, -947.881, 479.079, 428.088
35, -947.878, 479.08, 428.083
36, -937.803, 511.953, 399.563
37, -937.81, 511.954, 399.569
38, -947.896, 479.09, 428.091
39, -937.816, 511.959, 399.57
40, -937.812, 511.961, 399.563
41, -937.81, 511.957, 399.565
42, -937.8, 511.951, 399.562
43, -937.799, 511.95, 399.561
44, -937.791, 511.947, 399.556
45, -937.792, 511.948, 399.556
46, -952.158, 512, 401.438
47, -952.163, 512, 401.442
48, -952.158, 511.994, 401.444
49, -952.155, 511.989, 401.446
