iteration,fitness,x0,x1
0, 195.728, -318.255, 350.063
1, -657.103, 455.654, -304.576
2, -657.232, 455.67, -304.72
3, -753.673, -389.636, -413.925
4, -946.504, 512, 400.963
5, -950.181, 511.978, 400.987
6, -950.126, 511.936, 400.974
7, -946.455, 511.979, 400.934
8, -958.434, 511.951, 403.948
9, -955.969, 511.953, 403.975
10, -955.923, 511.93, 403.951
11, -955.96, 511.94, 403.979
12, -955.995, 511.962, 403.992
13, -956.006, 511.958, 404.007
14, -956.018, 511.964, 404.013
15, -955.983, 511.948, 403.994
16, -955.985, 511.962, 403.983
17, -955.995, 511.97, 403.984
18, -956.013, 511.975, 403.997
19, -956.021, 511.985, 403.995
20, -957.082, 511.987, 404.01
21, -957.08, 511.985, 404.009
22, -956.023, 511.973, 404.009
23, -956.029, 511.982, 404.007
24, -956.015, 511.971, 404.004
25, -956.009, 511.973, 403.995
26, -956.002, 511.965, 403.996
27, -955.983, 511.956, 403.986
28, -955.996, 511.965, 403.99
29, -955.998, 511.961, 403.997
30, -956.014, 511.969, 404.004
31, -956.019, 511.972, 404.006
32, -956.02, 511.973, 404.006
33, -956.018, 511.978, 404
34, -956.013, 511.975, 403.997
35, -956.007, 511.968, 403.998
36, -955.997, 511.964, 403.992
37, -956.002, 511.963, 403.998
38, -956.295, 512, 402.56
39, -956.299, 511.999, 402.566
40, -956.302, 512, 402.567
41, -956.296, 512, 402.561
42, -956.292, 512, 402.558
43, -956.291, 511.999, 402.558
44, -956.295, 511.999, 402.561
45, -956.289, 512, 402.555
46, -956.286, 512, 402.552
47, -956.286, 511.998, 402.553
48, -956.285, 511.997, 402.553
49, -956.287, 511.996, 402.557
