iteration,fitness,x0,x1
0, -216.167, 168.544, -431.868
1, -864.96, -451.825, 378.327
2, -888.105, 423.009, 441.961
3, -888.073, 423.041, 441.896
4, -888.111, 423.021, 441.956
5, -955.883, 512, 402.144
6, -955.852, 511.984, 402.129
7, -955.86, 512, 402.12
8, -955.888, 512, 402.149
9, -955.881, 511.999, 402.143
10, -955.911, 512, 402.172
11, -955.891, 511.988, 402.165
12, -955.9, 511.999, 402.163
13, -955.912, 511.988, 402.185
14, -955.932, 511.99, 402.203
15, -955.924, 511.996, 402.189
16, -955.938, 512, 402.2
17, -955.933, 512, 402.194
18, -955.924, 511.993, 402.192
19, -955.937, 512, 402.199
20, -955.918, 511.988, 402.191
21, -955.898, 511.981, 402.178
22, -955.896, 511.981, 402.176
23, -955.895, 511.98, 402.177
24, -955.909, 511.986, 402.185
25, -955.908, 511.997, 402.173
26, -955.907, 511.995, 402.173
27, -955.903, 511.996, 402.168
28, -955.899, 512, 402.16
29, -955.889, 512, 402.15
30, -955.882, 511.998, 402.145
31, -955.89, 511.998, 402.153
32, -955.887, 511.994, 402.154
33, -955.879, 511.99, 402.15
34, -955.876, 511.993, 402.145
35, -955.872, 511.987, 402.147
36, -955.88, 511.988, 402.153
37, -958.164, 512, 403.626
38, -958.169, 512, 403.63
39, -958.173, 512, 403.635
40, -958.169, 512, 403.631
41, -958.162, 511.993, 403.631
42, -958.158, 511.988, 403.631
43, -958.158, 511.991, 403.629
44, -958.154, 511.989, 403.627
45, -958.154, 511.992, 403.624
46, -958.15, 511.986, 403.626
47, -958.141, 511.98, 403.623
48, -958.141, 511.984, 403.619
49, -958.143, 511.982, 403.623
