iteration,fitness,x0,x1
0, 81.6333, 6.07931, 56.4567
1, -784.941, 373.065, 512
2, -784.961, 373.088, 512
3, -807.457, 370.808, 512
4, -826.717, 488.451, 447.396
5, -847.148, 477.753, 425.062
6, -847.13, 477.77, 425.031
7, -847.098, 477.742, 425.021
8, -847.08, 477.731, 425.011
9, -847.111, 477.757, 425.022
10, -847.157, 477.786, 425.045
11, -847.162, 477.774, 425.059
12, -921.925, 470.344, 420.435
13, -921.925, 470.334, 420.445
14, -921.95, 470.352, 420.453
15, -921.977, 470.363, 420.468
16, -921.965, 470.37, 420.45
17, -921.954, 470.369, 420.439
18, -921.938, 470.364, 420.428
19, -921.952, 470.371, 420.435
20, -921.953, 470.383, 420.424
21, -921.943, 470.38, 420.417
22, -921.933, 470.382, 420.405
23, -921.939, 470.386, 420.407
24, -921.93, 470.386, 420.398
25, -921.934, 470.392, 420.396
26, -921.932, 470.39, 420.396
27, -921.936, 470.385, 420.405
28, -921.937, 470.389, 420.402
29, -921.937, 470.392, 420.398
30, -921.941, 470.391, 420.404
31, -921.955, 470.397, 420.412
32, -921.949, 470.396, 420.407
33, -921.944, 470.396, 420.401
34, -921.946, 470.398, 420.402
35, -921.943, 470.395, 420.401
36, -957.928, 512, 403.388
37, -957.925, 512, 403.385
38, -957.926, 512, 403.386
39, -957.926, 511.993, 403.392
40, -957.933, 511.999, 403.394
41, -957.92, 511.991, 403.388
42, -957.929, 511.994, 403.394
43, -957.927, 511.997, 403.389
44, -957.923, 512, 403.383
45, -957.919, 512, 403.379
46, -957.91, 511.996, 403.373
47, -957.911, 511.993, 403.378
48, -957.91, 511.988, 403.381
49, -957.91, 511.992, 403.378
