iteration,fitness,x0,x1
0, -233.799, -483.598, 261.555
1, -877.413, 342.67, 491.859
2, -877.607, 342.805, 491.919
3, -877.477, 342.75, 491.844
4, -877.543, 342.781, 491.879
5, -877.524, 342.781, 491.86
6, -877.52, 342.735, 491.901
7, -877.529, 342.734, 491.911
8, -877.557, 342.733, 491.941
9, -877.603, 342.752, 491.967
10, -888.042, 512, 411.13
11, -888.025, 511.98, 411.129
12, -899.409, 428.383, 448.781
13, -905.07, 512, 410.108
14, -937.859, 512, 399.573
15, -937.864, 512, 399.578
16, -937.836, 511.986, 399.564
17, -937.832, 511.98, 399.565
18, -937.84, 511.993, 399.56
19, -937.838, 512, 399.551
20, -937.826, 512, 399.539
21, -937.827, 511.989, 399.551
22, -937.84, 511.993, 399.56
23, -937.851, 512, 399.565
24, -937.853, 511.993, 399.574
25, -937.838, 511.983, 399.569
26, -937.838, 511.981, 399.571
27, -937.841, 511.988, 399.567
28, -937.826, 511.983, 399.556
29, -937.825, 511.989, 399.549
30, -957.197, 512, 404.112
31, -957.193, 512, 404.108
32, -957.179, 511.995, 404.099
33, -958.44, 512, 403.904
34, -958.447, 512, 403.911
35, -958.442, 511.997, 403.91
36, -958.439, 511.993, 403.91
37, -958.451, 511.999, 403.916
38, -958.443, 511.998, 403.909
39, -958.44, 512, 403.904
40, -958.441, 512, 403.905
41, -958.446, 512, 403.91
42, -958.442, 511.993, 403.913
43, -958.446, 511.996, 403.914
44, -958.436, 511.991, 403.909
45, -958.434, 511.989, 403.91
46, -958.437, 511.994, 403.908
47, -958.439, 511.999, 403.904
48, -958.435, 512, 403.899
49, -958.436, 511.995, 403.904
