iteration,fitness,x0,x1
0, -92.1378, -32.2797, 45.6404
1, -645.878, 397.798, 415.398
2, -742.21, -319.441, 504.618
3, -763.667, 512, 467.205
4, -763.694, 511.998, 467.262
5, -763.723, 512, 467.317
6, -763.737, 512, 467.345
7, -763.728, 512, 467.327
8, -861.149, 353.644, 512
9, -861.139, 353.636, 511.998
10, -861.13, 353.652, 511.971
11, -937.301, 512, 399.003
12, -927.952, 511.983, 398.981
13, -927.939, 511.977, 398.973
14, -935.456, 511.984, 398.992
15, -935.445, 511.971, 398.993
16, -935.422, 511.962, 398.979
17, -935.428, 511.967, 398.98
18, -952.326, 512, 401.608
19, -952.333, 512, 401.615
20, -952.321, 512, 401.603
21, -952.312, 512, 401.594
22, -954.429, 512, 405.107
23, -954.422, 511.993, 405.108
24, -954.432, 511.992, 405.118
25, -954.445, 511.995, 405.128
26, -954.456, 512, 405.135
27, -954.452, 512, 405.13
28, -954.45, 512, 405.128
29, -954.443, 511.993, 405.129
30, -954.429, 511.984, 405.123
31, -954.42, 511.981, 405.117
32, -954.424, 511.99, 405.113
33, -954.426, 511.992, 405.113
34, -954.437, 511.996, 405.12
35, -954.43, 511.988, 405.12
36, -957.766, 512, 404.685
37, -957.773, 512, 404.692
38, -957.778, 512, 404.697
39, -957.774, 512, 404.694
40, -957.865, 512, 403.324
41, -957.868, 512, 403.328
42, -957.863, 512, 403.322
43, -957.858, 512, 403.317
44, -957.853, 511.996, 403.316
45, -957.855, 511.999, 403.315
46, -957.856, 512, 403.315
47, -957.846, 511.994, 403.31
48, -957.842, 511.99, 403.311
49, -957.839, 511.987, 403.312
