iteration,fitness,x0,x1
0, 316.223, 455.3, -178.888
1, -679.297, -338.004, 503.401
2, -855.297, -447.476, 384.483
3, -933.089, 440.782, 457.261
4, -933.113, 440.838, 457.228
5, -933.089, 440.782, 457.261
6, -933.105, 440.819, 457.239
7, -935.244, 473.963, 423.487
8, -935.278, 474, 423.484
9, -935.276, 474.006, 423.477
10, -935.286, 474.02, 423.473
11, -935.295, 474.002, 423.499
12, -935.272, 473.99, 423.488
13, -935.251, 473.976, 423.481
14, -935.268, 473.973, 423.502
15, -935.254, 473.963, 423.498
16, -935.26, 473.961, 423.506
17, -935.255, 473.969, 423.493
18, -935.273, 473.974, 423.506
19, -935.293, 473.981, 423.519
20, -935.294, 473.985, 423.516
21, -958.039, 512, 404.96
22, -958.026, 511.997, 404.95
23, -958.027, 511.99, 404.958
24, -958.036, 511.992, 404.964
25, -958.023, 511.986, 404.958
26, -958.014, 511.981, 404.954
27, -958.002, 511.978, 404.944
28, -957.988, 511.968, 404.94
29, -957.989, 511.976, 404.934
30, -957.986, 511.97, 404.937
31, -957.979, 511.968, 404.931
32, -957.984, 511.971, 404.933
33, -957.992, 511.971, 404.942
34, -958.006, 511.978, 404.949
35, -958.012, 511.979, 404.954
36, -958.019, 511.983, 404.957
37, -958.013, 511.977, 404.956
38, -958.019, 511.98, 404.959
39, -958.019, 511.98, 404.961
40, -958.015, 511.973, 404.962
41, -958.023, 511.979, 404.965
42, -958.017, 511.978, 404.959
43, -958.016, 511.983, 404.954
44, -958.025, 511.989, 404.957
45, -958.026, 511.988, 404.958
46, -958.025, 511.993, 404.953
47, -958.022, 511.988, 404.954
48, -958.024, 511.989, 404.955
49, -958.02, 511.987, 404.954
