iteration,fitness,x0,x1
0, -19.2562, 249.601, 218.972
1, -785.295, 322.947, 478.851
2, -784.153, 322.835, 478.879
3, -848.298, 512, 393.444
4, -848.324, 511.991, 393.478
5, -848.287, 512, 393.432
6, -848.325, 512, 393.471
7, -949.332, 512, 406.115
8, -949.345, 512, 406.127
9, -949.325, 511.992, 406.115
10, -949.355, 512, 406.138
11, -949.359, 512, 406.141
12, -949.348, 511.985, 406.145
13, -949.355, 511.999, 406.138
14, -949.354, 512, 406.136
15, -949.344, 511.99, 406.136
16, -949.331, 511.984, 406.128
17, -949.318, 511.968, 406.131
18, -949.307, 511.966, 406.123
19, -949.312, 511.973, 406.121
20, -949.3, 511.974, 406.108
21, -949.296, 511.969, 406.109
22, -949.27, 511.955, 406.096
23, -949.276, 511.954, 406.103
24, -949.274, 511.964, 406.091
25, -949.261, 511.953, 406.089
26, -949.264, 511.951, 406.094
27, -949.277, 511.956, 406.102
28, -949.269, 511.952, 406.097
29, -949.274, 511.95, 406.105
30, -949.27, 511.945, 406.106
31, -949.264, 511.944, 406.1
32, -949.261, 511.945, 406.097
33, -955.021, 512, 405.702
34, -955.017, 511.994, 405.704
35, -955.016, 511.986, 405.711
36, -955.028, 511.991, 405.718
37, -955.028, 511.985, 405.724
38, -955.034, 511.989, 405.726
39, -955.029, 511.987, 405.723
40, -955.04, 511.992, 405.729
41, -955.045, 511.996, 405.73
42, -956.376, 511.966, 402.677
43, -956.376, 511.962, 402.681
44, -956.377, 511.957, 402.687
45, -956.374, 511.952, 402.689
46, -956.374, 511.947, 402.694
47, -956.382, 511.95, 402.699
48, -957.396, 512, 404.313
49, -957.397, 512, 404.314
