iteration,fitness,x0,x1
0, 310.37, -436.289, -93.8437
1, -947.475, 475.211, 432.144
2, -947.299, 475.114, 432.064
3, -947.441, 475.188, 432.133
4, -947.541, 475.246, 432.176
5, -947.516, 475.247, 432.15
6, -947.596, 475.278, 432.199
7, -947.573, 475.28, 432.174
8, -947.547, 475.29, 432.138
9, -947.57, 475.317, 432.134
10, -947.556, 475.331, 432.107
11, -947.567, 475.344, 432.105
12, -947.572, 475.354, 432.099
13, -947.552, 475.347, 432.086
14, -947.527, 475.326, 432.082
15, -947.507, 475.319, 432.069
16, -947.497, 475.317, 432.061
17, -947.48, 475.305, 432.056
18, -947.488, 475.319, 432.051
19, -947.487, 475.324, 432.045
20, -947.489, 475.338, 432.033
21, -947.481, 475.324, 432.038
22, -947.47, 475.326, 432.025
23, -947.467, 475.314, 432.034
24, -947.478, 475.317, 432.043
25, -947.475, 475.316, 432.04
26, -947.467, 475.31, 432.038
27, -956.094, 512, 402.357
28, -956.104, 512, 402.367
29, -956.095, 512, 402.358
30, -956.094, 511.991, 402.367
31, -956.104, 511.994, 402.373
32, -956.111, 511.996, 402.379
33, -957.958, 512, 404.878
34, -957.96, 512, 404.88
35, -957.968, 512, 404.888
36, -957.959, 511.994, 404.885
37, -957.962, 511.991, 404.891
38, -957.95, 511.983, 404.887
39, -957.95, 511.984, 404.887
40, -957.937, 511.978, 404.879
41, -957.944, 511.979, 404.885
42, -957.937, 511.973, 404.885
43, -957.93, 511.972, 404.879
44, -957.927, 511.967, 404.88
45, -957.935, 511.973, 404.882
46, -957.945, 511.977, 404.889
47, -957.946, 511.974, 404.892
48, -957.945, 511.976, 404.889
49, -957.942, 511.975, 404.887
