iteration,fitness,x0,x1
0, -193.651, -300.467, -74.6696
1, -652.205, 384.734, 512
2, -746.327, -338.978, 509.888
3, -746.27, -338.891, 509.928
4, -810.481, -303.351, 512
5, -958.378, 512, 403.842
6, -958.426, 512, 403.89
7, -958.377, 511.983, 403.857
8, -958.346, 511.953, 403.857
9, -958.366, 511.947, 403.883
10, -958.396, 511.972, 403.888
11, -958.41, 511.998, 403.876
12, -958.398, 511.978, 403.884
13, -958.432, 511.998, 403.898
14, -958.448, 512, 403.913
15, -958.453, 512, 403.917
16, -958.453, 512, 403.917
17, -958.464, 512, 403.928
18, -958.476, 512, 403.94
19, -958.468, 511.987, 403.946
20, -958.461, 511.98, 403.946
21, -958.452, 511.972, 403.944
22, -958.469, 511.984, 403.95
23, -958.47, 511.994, 403.94
24, -958.459, 511.984, 403.94
25, -958.463, 511.994, 403.933
26, -958.474, 511.997, 403.941
27, -958.472, 511.996, 403.941
28, -958.475, 512, 403.94
29, -958.477, 512, 403.941
30, -958.472, 511.994, 403.942
31, -958.465, 511.995, 403.935
32, -958.451, 511.99, 403.925
33, -958.449, 511.989, 403.925
34, -958.449, 511.98, 403.934
35, -958.44, 511.978, 403.927
36, -958.43, 511.972, 403.923
37, -958.434, 511.97, 403.928
38, -958.433, 511.967, 403.93
39, -958.433, 511.973, 403.924
40, -958.432, 511.979, 403.918
41, -958.425, 511.973, 403.917
42, -958.424, 511.973, 403.916
43, -958.426, 511.978, 403.912
44, -958.43, 511.979, 403.916
45, -958.435, 511.978, 403.921
46, -958.433, 511.972, 403.925
47, -958.432, 511.973, 403.923
48, -958.43, 511.969, 403.925
49, -958.432, 511.974, 403.922
