iteration,fitness,x0,x1
0, -401.434, 68.8692, -384.846
1, -821.801, 332.344, 481.21
2, -821.921, 332.35, 481.332
3, -951.297, 484.023, 434.421
4, -951.207, 483.971, 434.383
5, -951.107, 483.917, 434.335
6, -951.054, 483.883, 434.314
7, -951.006, 483.869, 434.279
8, -951.021, 483.896, 434.268
9, -951.024, 483.891, 434.276
10, -951.038, 483.88, 434.301
11, -951.044, 483.866, 434.322
12, -951.056, 483.861, 434.34
13, -951.073, 483.878, 434.339
14, -951.096, 483.894, 434.346
15, -951.103, 483.911, 434.336
16, -951.098, 483.914, 434.328
17, -955.285, 511.985, 405.982
18, -955.28, 511.983, 405.979
19, -951.119, 483.928, 434.335
20, -951.124, 483.94, 434.328
21, -951.111, 483.937, 434.318
22, -951.105, 483.932, 434.317
23, -955.311, 511.998, 405.996
24, -955.312, 512, 405.995
25, -951.11, 483.935, 434.32
26, -951.116, 483.936, 434.324
27, -951.115, 483.936, 434.324
28, -951.124, 483.937, 434.331
29, -951.106, 483.927, 434.324
30, -951.105, 483.924, 434.325
31, -951.101, 483.921, 434.324
32, -951.101, 483.93, 434.316
33, -951.114, 483.938, 434.321
34, -951.125, 483.943, 434.327
35, -951.113, 483.935, 434.323
36, -951.123, 483.943, 434.325
37, -951.111, 483.936, 434.319
38, -951.122, 483.943, 434.323
39, -951.119, 483.941, 434.322
40, -951.117, 483.939, 434.322
41, -951.118, 483.94, 434.322
42, -951.121, 483.947, 434.318
43, -951.116, 483.946, 434.315
44, -951.108, 483.939, 434.313
45, -951.112, 483.943, 434.314
46, -951.112, 483.947, 434.31
47, -951.109, 483.944, 434.31
48, -951.111, 483.944, 434.311
49, -951.114, 483.945, 434.313
