iteration,fitness,x0,x1
0, 470.963, 437.856, 249.498
1, -854.421, -468.72, 398.186
2, -851.724, -468.858, 398.234
3, -851.703, -468.879, 398.19
4, -851.73, -468.865, 398.233
5, -862.764, 355.85, 512
6, -893.705, -466.902, 388.4
7, -893.692, -466.906, 388.382
8, -893.673, -466.918, 388.352
9, -893.659, -466.925, 388.33
10, -893.675, -466.94, 388.332
11, -893.699, -466.957, 388.339
12, -900.147, 501.783, 392.525
13, -900.153, 501.801, 392.511
14, -900.178, 501.821, 392.517
15, -900.155, 501.802, 392.513
16, -900.166, 501.801, 392.527
17, -900.166, 501.788, 392.54
18, -900.162, 501.775, 392.55
19, -908.992, 493.011, 449.815
20, -908.995, 493.017, 449.812
21, -908.983, 493.013, 449.802
22, -908.969, 493.005, 449.795
23, -908.963, 492.996, 449.799
24, -908.979, 493.006, 449.806
25, -908.998, 493.017, 449.815
26, -909.002, 493.018, 449.818
27, -909.019, 493.029, 449.825
28, -909.032, 493.036, 449.833
29, -909.036, 493.035, 449.838
30, -909.039, 493.043, 449.833
31, -909.05, 493.052, 449.835
32, -954.618, 512, 405.298
33, -954.621, 512, 405.301
34, -954.628, 512, 405.307
35, -954.62, 512, 405.299
36, -954.62, 511.996, 405.304
37, -954.618, 511.991, 405.306
38, -954.625, 511.994, 405.311
39, -958.046, 512, 403.507
40, -958.035, 511.995, 403.501
41, -958.038, 511.992, 403.506
42, -958.042, 511.995, 403.508
43, -958.041, 511.998, 403.505
44, -958.047, 511.998, 403.51
45, -958.054, 511.999, 403.516
46, -958.048, 511.998, 403.511
47, -958.045, 512, 403.505
48, -958.04, 512, 403.501
49, -958.036, 512, 403.496
