iteration,fitness,x0,x1
0, -37.2949, -255.245, 44.1828
1, -559.793, 512, -267.608
2, -832.347, 344.992, 512
3, -837.757, 345.01, 512
4, -832.308, 344.948, 512
5, -832.265, 344.91, 511.989
6, -832.249, 344.915, 511.968
7, -832.19, 344.88, 511.938
8, -832.158, 344.879, 511.905
9, -832.131, 344.853, 511.901
10, -853.683, 350.569, 512
11, -853.669, 350.555, 512
12, -853.691, 350.578, 512
13, -853.709, 350.597, 512
14, -867.708, 511.968, 394.636
15, -867.706, 511.971, 394.631
16, -867.718, 511.98, 394.635
17, -867.722, 511.967, 394.652
18, -867.708, 511.959, 394.644
19, -867.712, 511.949, 394.658
20, -867.7, 511.94, 394.654
21, -867.713, 511.94, 394.667
22, -867.708, 511.939, 394.662
23, -867.687, 511.929, 394.65
24, -867.703, 511.94, 394.656
25, -867.701, 511.935, 394.659
26, -867.709, 511.944, 394.659
27, -957.41, 512, 404.327
28, -957.409, 512, 404.326
29, -957.415, 512, 404.332
30, -957.414, 511.994, 404.336
31, -957.402, 511.988, 404.331
32, -957.397, 511.98, 404.334
33, -957.384, 511.971, 404.329
34, -957.369, 511.963, 404.323
35, -957.359, 511.957, 404.319
36, -957.345, 511.949, 404.312
37, -957.348, 511.952, 404.312
38, -957.36, 511.96, 404.317
39, -957.366, 511.959, 404.324
40, -957.374, 511.963, 404.328
41, -957.385, 511.969, 404.333
42, -957.383, 511.973, 404.327
43, -957.384, 511.979, 404.321
44, -957.382, 511.975, 404.324
45, -957.372, 511.97, 404.318
46, -957.372, 511.971, 404.318
47, -957.369, 511.972, 404.313
48, -957.376, 511.975, 404.318
49, -957.377, 511.971, 404.323
