iteration,fitness,x0,x1
0, -85.0626, 280.384, 425.312
1, -901.436, 512, 396.801
2, -912.401, 511.864, 396.871
3, -901.497, 511.935, 396.927
4, -912.539, 511.881, 396.996
5, -912.535, 511.828, 397.044
6, -912.563, 511.823, 397.078
7, -914.685, 511.796, 397.105
8, -914.719, 511.794, 397.142
9, -914.69, 511.792, 397.114
10, -914.703, 511.796, 397.124
11, -914.737, 511.805, 397.15
12, -914.742, 511.81, 397.15
13, -914.762, 511.808, 397.172
14, -914.742, 511.8, 397.159
15, -957.699, 512, 403.157
16, -957.691, 512, 403.149
17, -957.689, 512, 403.147
18, -957.692, 512, 403.15
19, -957.696, 512, 403.154
20, -957.693, 512, 403.151
21, -957.688, 512, 403.146
22, -957.672, 511.989, 403.141
23, -957.659, 511.979, 403.138
24, -957.658, 511.991, 403.125
25, -957.65, 511.989, 403.118
26, -957.652, 511.998, 403.11
27, -957.643, 511.992, 403.108
28, -957.641, 512, 403.099
29, -957.638, 511.992, 403.104
30, -957.645, 511.99, 403.111
31, -957.644, 511.987, 403.114
32, -957.643, 511.994, 403.106
33, -957.643, 512, 403.1
34, -957.637, 512, 403.095
35, -957.638, 512, 403.095
36, -957.638, 512, 403.096
37, -957.634, 512, 403.091
38, -957.64, 512, 403.097
39, -957.634, 511.995, 403.095
40, -957.636, 512, 403.094
41, -957.636, 512, 403.094
42, -957.627, 511.998, 403.087
43, -957.617, 511.992, 403.082
44, -957.615, 511.993, 403.079
45, -957.614, 511.995, 403.076
46, -957.608, 511.992, 403.073
47, -957.607, 511.992, 403.072
48, -957.604, 511.987, 403.074
49, -957.601, 511.985, 403.074
