iteration,fitness,x0,x1
0, -177.413, -379.418, -317.026
1, -642.992, 270.669, -468.548
2, -642.883, 270.697, -468.403
3, -765.694, -339.67, 512
4, -765.722, -339.701, 511.997
5, -812.501, -320.429, 512
6, -812.534, -320.463, 512
7, -829.463, 367.18, 512
8, -829.461, 367.192, 511.985
9, -829.444, 367.179, 511.98
10, -829.472, 367.19, 512
11, -942.633, 512, 407.889
12, -942.607, 511.982, 407.881
13, -942.616, 511.995, 407.877
14, -942.622, 512, 407.879
15, -942.641, 512, 407.898
16, -942.645, 511.986, 407.914
17, -942.657, 511.985, 407.928
18, -942.649, 511.981, 407.923
19, -942.653, 511.996, 407.914
20, -942.672, 512, 407.929
21, -942.676, 511.99, 407.942
22, -942.671, 511.981, 407.946
23, -942.676, 511.99, 407.942
24, -942.675, 511.978, 407.953
25, -942.665, 511.975, 407.945
26, -942.673, 511.977, 407.951
27, -942.667, 511.971, 407.952
28, -942.673, 511.971, 407.958
29, -942.666, 511.964, 407.958
30, -942.671, 511.97, 407.957
31, -942.673, 511.972, 407.956
32, -942.664, 511.969, 407.95
33, -942.673, 511.973, 407.955
34, -942.675, 511.98, 407.951
35, -942.668, 511.978, 407.946
36, -942.654, 511.97, 407.94
37, -942.653, 511.965, 407.944
38, -942.655, 511.972, 407.939
39, -942.65, 511.971, 407.935
40, -942.644, 511.972, 407.928
41, -942.644, 511.97, 407.929
42, -942.644, 511.968, 407.931
43, -942.643, 511.972, 407.927
44, -942.64, 511.975, 407.92
45, -942.632, 511.97, 407.917
46, -942.633, 511.967, 407.921
47, -942.625, 511.962, 407.918
48, -942.622, 511.959, 407.918
49, -942.622, 511.964, 407.914
