iteration,agent_id,fitness,x0,x1
0, 0, 91.169, 139.661, -49.1693
0, 1, -147.469, 494.24, -190.583
0, 2, 121.066, -320.216, 239.476
0, 3, 158.455, -82.2177, 101.859
0, 4, 410.385, 352.103, -295.644
0, 5, 194.674, 236.163, 372.623
0, 6, 429.36, -252.537, -346.744
0, 7, -180.229, 123.673, -138.037
0, 8, -490.979, 402.96, 178.337
0, 9, -541.771, -230.718, 268.444
0, 10, 309.679, 134.742, 387.691
0, 11, -275.371, -111.778, 469.737
0, 12, -109.354, 249.037, -260.429
0, 13, -248.674, -353.692, 210.904
0, 14, 241.707, -105.833, 267.646
0, 15, -237.442, -281.543, 165.938
0, 16, -262.936, 390.842, 440.396
0, 17, 307.743, -416.569, -294.825
0, 18, -416.868, 200.474, -265.561
0, 19, -253.803, -51.9085, 363.254
0, 20, 230.389, 172.105, 163.574
0, 21, 513.52, -245.239, 365.008
0, 22, -153.513, 427.264, -85.2881
0, 23, -382.263, 397.004, -69.1352
0, 24, 423.57, 278.078, 106
0, 25, 759.901, 476.447, -502.068
0, 26, 374.78, -382.551, -488.391
0, 27, -418.774, -461.555, 32.4578
0, 28, -240.164, -273.383, -9.81655
0, 29, -342.746, -268.33, -211.999
0, 30, 100.565, -83.6822, -75.4291
0, 31, -33.7415, -330.295, 303.343
0, 32, -207.51, -481.815, 260.369
0, 33, 480.263, -242.52, 408.786
0, 34, -139.369, 269.277, 444.945
0, 35, -199.246, 332.609, -149.56
0, 36, -198.803, 246.917, -17.0985
0, 37, -349.902, -110.674, 386.874
0, 38, -92.4253, -73.2729, -508.896
0, 39, -612.299, -420.817, 391.502
0, 40, -42.2681, -78.8631, 47.8663
0, 41, 501.729, -488.557, 160.203
0, 42, -103.397, 0.601983, 426.968
0, 43, -323.758, -185.696, 472.784
0, 44, -225.066, 477.589, 199.539
0, 45, 124.107, 276.057, -329.257
0, 46, -102.776, -74.2947, -509.149
0, 47, 209.886, 389.207, 213.479
0, 48, -417.407, 296.767, -170.588
0, 49, 393.879, -90.4217, 312.119
0, 50, -362.942, -399.836, 392.689
0, 51, 426.947, -227.039, 399.506
0, 52, -39.9682, 223.574, -210.761
0, 53, -315.913, -434.14, 339.622
0, 54, -423.054, 453.601, -5.32725
0, 55, 276.632, -71.5895, -460.004
0, 56, 22.7616, 105.764, -183.13
0, 57, 51.2934, -360.761, -257.073
0, 58, -207.712, -152.593, 394.288
0, 59, 120.395, 19.9608, 75.5521
0, 60, -441.531, -379.918, -134.938
0, 61, 112.173, -131.88, 9.18364
0, 62, -424.197, 401.224, -339.841
0, 63, -102.408, 2.21944, -392.595
0, 64, -60.9643, -176.335, 59.4961
0, 65, -134.008, 386.601, 445.902
0, 66, 664.582, 309.478, 376.314
0, 67, 198.957, 89.4, -312.759
0, 68, 361.442, 7.53787, -451.075
0, 69, 301.269, -95.4346, -409.255
0, 70, 371.705, 393.049, -171.654
0, 71, 30.1302, 417.013, -235.243
0, 72, -30.7207, 146.226, -122.946
0, 73, 352.112, 2.53416, 469.243
0, 74, 107.831, -49.0386, -213.351
0, 75, 131.677, -173.976, 4.66266
0, 76, 3.14132, -259.994, -264.863
0, 77, -183.181, 248.404, -19.4332
0, 78, -13.397, 50.6723, 84.3913
0, 79, -188.341, 337.382, 99.2525
0, 80, 475.355, 312.031, -263.247
0, 81, 117.541, -143.84, -125.997
0, 82, 284.867, 403.164, -161.075
0, 83, 38.1361, -38.2956, -77.3143
0, 84, 76.4671, -104.705, -159.177
0, 85, -49.1315, -317.237, 280.086
0, 86, -277.149, -329.531, -59.2321
0, 87, 221.33, 280.821, 138.714
0, 88, 336.183, -499.189, 213.384
0, 89, -308.733, -186.123, 477.611
0, 90, -37.7628, -66.7642, 472.211
0, 91, -162.354, 113.211, -438.4
0, 92, -245.784, 2.12733, 334.759
0, 93, 384.537, 449.354, -192.839
0, 94, -161.563, -178.067, -268.607
0, 95, 139.676, 259.07, -53.9446
0, 96, -66.9342, 133.712, 143.9
0, 97, 326.387, -329.699, -292.363
0, 98, 542.475, 505.386, -90.6428
0, 99, -179.672, -467.615, -237.936
1, 0, 91.2992, 139.486, -49.4248
1, 1, -147.391, 494.259, -190.462
1, 2, 120.833, -320.285, 239.271
1, 3, 158.802, -82.5154, 102.114
1, 4, 410.499, 351.949, -295.898
1, 5, 195.067, 235.938, 372.849
1, 6, 430.673, -252.372, -346.65
1, 7, -180.194, 123.59, -138.087
1, 8, -491.152, 402.928, 178.535
1, 9, -540.18, -230.498, 268.219
1, 10, 309.948, 134.989, 387.747
1, 11, -275.285, -111.582, 469.597
1, 12, -109.331, 248.995, -260.491
1, 13, -261.509, -353.633, 210.765
1, 14, 241.987, -106.121, 267.629
1, 15, -237.258, -281.341, 165.768
1, 16, -262.706, 391.097, 440.232
1, 17, 307.739, -416.557, -294.826
1, 18, -416.923, 200.455, -265.452
1, 19, -252.796, -51.7629, 363.218
1, 20, -624.595, 417.251, 165.339
1, 21, -747.394, -342.662, 512
1, 22, 389.003, 512, -130.854
1, 23, 218.747, 393.535, 87.6964
1, 24, -387.155, 317.284, 191.522
1, 25, 147.061, 403.029, -512
1, 26, 239.649, -379.227, -359.656
1, 27, -680.76, -442.167, 359.678
1, 28, 4.3554, -275.623, 41.6977
1, 29, 407.818, -290.918, -280.187
1, 30, 290.989, -243.965, 109.216
1, 31, -351.445, -316.228, -234.871
1, 32, -580.075, -512, 271.93
1, 33, -810.458, -322.994, 512
1, 34, -59.3131, 469.23, 512
1, 35, -40.2633, 387.275, 193.385
1, 36, -112.537, 290.678, 162.376
1, 37, 392.37, 70.509, 512
1, 38, -328.454, -108.611, -512
1, 39, -458.145, -275.245, 282.187
1, 40, -55.5961, -476.267, -34.312
1, 41, -118.36, -502.123, 328.979
1, 42, -389.332, 11.2396, 385.824
1, 43, -284.718, -170.441, 421.88
1, 44, -508.994, 512, 54.1701
1, 45, -534.369, 267.056, -512
1, 46, 508.313, -389.972, -512
1, 47, -149.603, 512, 281.349
1, 48, 24.5467, 440.015, 32.0235
1, 49, -97.8409, -182.651, 507.126
1, 50, 1049.13, -512, 512
1, 51, -184.734, -309.218, -200.292
1, 52, -363.945, 512, -325.706
1, 53, -684.968, -432.549, 396.944
1, 54, 200.525, 95.4758, 168.617
1, 55, 528.518, 77.7156, -512
1, 56, 357.802, 108.274, 425.313
1, 57, -523.627, -412.975, 107.268
1, 58, 152.151, -205.905, -68.1283
1, 59, -29.1019, 49.5714, -46.2689
1, 60, 303.55, -436.226, -243.858
1, 61, -278.465, -358.605, -88.2972
1, 62, 598.315, 512, -368.511
1, 63, -363.421, 200.583, -283.478
1, 64, 160.851, -345.394, 56.2914
1, 65, -384.481, 398.687, -61.6274
1, 66, -854.852, 360.066, 512
1, 67, -55.076, 204.664, -512
1, 68, 220.119, 5.1329, -512
1, 69, 61.022, -228.125, 136.072
1, 70, 432.764, 392.305, 33.9097
1, 71, -42.5357, 512, 366.661
1, 72, 143.783, 194.463, -210.571
1, 73, -452.705, 168.135, 311.208
1, 74, 12.3551, -218.555, -271.713
1, 75, 46.0431, -125.032, 12.7831
1, 76, -143.755, 142.735, -253.455
1, 77, -52.6009, 34.313, -4.33426
1, 78, -214.169, -102.572, 216.296
1, 79, -22.9536, 249.838, 49.3486
1, 80, -61.4135, -103.692, -4.07176
1, 81, 155.573, -260.678, -391.157
1, 82, -146.024, 275.025, -188.78
1, 83, 671.918, -478.079, -467.926
1, 84, 345.121, 290.113, -374.293
1, 85, 320.384, -370.654, -349.841
1, 86, -217.16, -457.585, -415.664
1, 87, 110.804, -312.5, 451.906
1, 88, -450.297, -193.133, -491.487
1, 89, 185.287, 431.864, 115.367
1, 90, -207.896, -170.389, 246.945
1, 91, 24.3922, 72.9427, 16.7583
1, 92, -194.189, -233.629, -478.628
1, 93, -422.001, -459.103, 345.091
1, 94, -264.181, 376.788, 263.107
1, 95, -160.388, 211.848, 105.062
1, 96, 24.261, -415.404, 323.728
1, 97, -511.163, -322.486, 186.788
1, 98, 353.093, -165.032, -424.309
1, 99, 422.528, 397.02, -470.999
2, 0, 3.38197, 99.0478, 146.695
2, 1, 522.472, 512, -512
2, 2, 219.976, -512, 82.0569
2, 3, 558.783, 4.04137, 512
2, 4, -182.625, -382.989, 385.498
2, 5, -122.791, -162.658, 392.776
2, 6, -129.852, -141.806, -84.4072
2, 7, 103.826, 189.807, 34.4464
2, 8, -491.116, 403.038, 178.423
2, 9, -540.229, -230.375, 268.247
2, 10, 73.5427, 333.776, -238.211
2, 11, -76.8992, -186.383, 512
2, 12, -20.5359, 252.549, -143.219
2, 13, -216.666, -382.942, 194.099
2, 14, 311.041, 231.443, 168.132
2, 15, -50.1924, 100.366, 85.9595
2, 16, -330.893, 395.967, 443.793
2, 17, -213.41, -31.8304, 185.531
2, 18, -417.013, 200.528, -265.47
2, 19, 682.99, 283.699, 363.792
2, 20, -622.22, 417.336, 165.249
2, 21, -747.421, -342.689, 512
2, 22, 116.726, 300.712, 157.642
2, 23, -134.563, 372.673, 97.9458
2, 24, -387.082, 317.303, 191.427
2, 25, -690.59, 394.123, -374.409
2, 26, -129.357, -382.459, -179.541
2, 27, -680.787, -442.163, 359.713
2, 28, -211.045, -115.193, 199.788
2, 29, 424.709, 395.996, -461.707
2, 30, 309.371, 182.906, 472.239
2, 31, -79.5538, -243.51, -245.918
2, 32, -579.906, -511.891, 271.817
2, 33, -810.447, -323.079, 511.892
2, 34, 304.046, 97.8267, 425.516
2, 35, -185.444, 459.203, -238.294
2, 36, 181.672, 512, -34.85
2, 37, 160.737, 86.958, -258.449
2, 38, 417.102, 47.2188, -512
2, 39, -458.182, -275.372, 282.155
2, 40, -341.851, -497.615, 350.286
2, 41, -257.129, -488.546, 436.212
2, 42, -389.371, 11.2324, 385.877
2, 43, 43.5623, -31.6165, 459.427
2, 44, -508.9, 511.908, 54.1095
2, 45, -534.472, 267.167, -512
2, 46, -319.493, -221.699, 300.862
2, 47, -258.695, 297.565, 58.775
2, 48, 241.769, 512, 213.808
2, 49, 145.461, -427.65, 512
2, 50, -60.0572, -355.287, 336.911
2, 51, -58.1351, -399.043, -95.6978
2, 52, 521.429, 511.999, -360.832
2, 53, -684.97, -432.493, 397.038
2, 54, 45.5371, -148.159, -159.421
2, 55, 135.875, -4.45566, 451.315
2, 56, -318.013, 189.114, 318.304
2, 57, -523.624, -412.895, 107.361
2, 58, 9.70156, -175.202, 131.624
2, 59, 35.5786, 81.3309, -146.492
2, 60, -116.399, -223.6, -270.955
2, 61, -352.998, -370.977, -108.498
2, 62, 259.829, 383.489, -467.884
2, 63, -199.301, 334.013, 195.165
2, 64, 75.2527, 48.3638, 44.7172
2, 65, 605.072, 512, -372.284
2, 66, -859.396, 360, 511.929
2, 67, -131.677, 212.709, -512
2, 68, 25.4158, -216.821, -172.707
2, 69, 114.775, -242.78, -59.229
2, 70, -682.746, -464.881, 412.416
2, 71, -616.395, 512, 384.033
2, 72, 128.759, 205.918, -111.085
2, 73, -452.653, 168.055, 311.237
2, 74, 394.753, -300.187, -276.687
2, 75, 365.916, -348.568, 4.41357
2, 76, 226.337, 108.297, -305.007
2, 77, 442.503, 208.672, -369.779
2, 78, -108.685, -57.0449, 220.886
2, 79, -229.711, 278.503, 52.1667
2, 80, -66.7687, 92.2504, -340.438
